,label,tweet_text
1921,other_useful_information,"""vickydnguyen Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea ... "
1922,other_useful_information,The Napa Earthquake &amp; Earth Ripples for an Inner Shift 
1923,not_related_or_irrelevant,"seee Ã¢â¬ÅKalebNation That wasnÃ¢â¬â¢t an earthquake, California, that was God rolling out the red carpet for Beyonce. VMAsÃ¢â¬Â"
1924,infrastructure_and_utilities_damage,Photos Show Damage Following Napa Earthquake -  
1925,injured_or_dead_people,"Strong Magnitude 6 Earthquake Rocks San Francisco Bay Area, Dozens Hurt, Significant Damage In Napa ÃÂ« CBS San Fran "
1926,injured_or_dead_people,"UPDATE 10-California wine country shaken by 6.0 quake, dozens hurt - Reuters "
1927,injured_or_dead_people,"Strong California Quake Causes Injuries, Damage "
1928,sympathy_and_emotional_support,Our thoughts &amp; best wishes are with our fellow winemakers in Napa 
1929,other_useful_information, tom_peters Earthquake rocks northern California 
1930,not_related_or_irrelevant,California quake One before the Big One? 
1931,infrastructure_and_utilities_damage,"Every Old Person be like noooooo Ã¢â¬ÅAP California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine"""
1932,other_useful_information,"Napa earthquake damage, insurance losses could hit $4B "
1933,missing_trapped_or_found_people, nbcbayarea Napa Skaters find upside to quake damage. Video 
1934,other_useful_information,"VinciMike City of Los Angeles, California Hollywood, Preparete Repent For The Great Earthquake Prophesied, Shaloom "
1935,injured_or_dead_people,Drone Shows Napa Quakes Impact From Above As doctors treated injured locals and geologists measured ruptures... 
1936,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
1937,sympathy_and_emotional_support," GoPro The SF Bay Area shook last night from an earthquake, but the GoPro Grand Prix is on. Our thoughts go out to our Bay Area friendsÃ¢â¬Â¦"
1938,infrastructure_and_utilities_damage,Napa earthquake damage estimated at $1ÃÂ billion 
1939,injured_or_dead_people,"Strong California quake causes injuries, damage "
1940,other_useful_information,Tech Skaters Make Best of Napa Earthquake by Shredding Buckled Streets 
1941,other_useful_information,Powerful Earthquake Rattles Northern California 
1942,injured_or_dead_people," NapaRegister earthquake update from city of Napa 208 treated at Queen of the Valley, no deaths. No new patients since 11pm Sunday."
1943,other_useful_information," TheWineHub ""Winemakers R surveying the damage following the Napaquake"" &gt; SFGate vinography "
1944,donation_needs_or_offers_or_volunteering_services," RedCrossCRC 2 shelters open for napaquake Crosswalk Cmnty Church, 2590 1st St, NAPA &amp; Florence Douglas Cntr, 333 Amador St, VALLEJÃ¢â¬Â¦"
1945,other_useful_information,"New post ""Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake"" "
1946,other_useful_information, mandari6 England GBR Grimsby 
1947,other_useful_information,Oh my.  I was afraid it would be up there...  kongsgaard Total economic losses estimated by USGS for Napa earthquake at 1 billion USD.
1948,other_useful_information, stephaniecolson Interesting graph and data analysis by Jawbone - how the Napa earthquake affected sleep 
1949,other_useful_information, News24lHOT California USA Fullerton 
1950,other_useful_information,State of emergency after US quake A STATE of emergency has been declared in California after a strong quake r... 
1951,donation_needs_or_offers_or_volunteering_services," RAIDERS ICYMI, Willie Brown presented a donation on behalf of the Raiders for Napa earthquake relief. "
1952,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
1953,other_useful_information, bgittleson This photo is very California. napa earthquake 
1954,caution_and_advice,"US California Earthquake Spurs Calls for Statewide Warning System NAPA, Calif.Ã¢â¬âThe earthquake that jolted... "
1955,injured_or_dead_people,Colorado USA Fort Collins ÃÂ» earthquake 1 Northern California rattled by magnitude-6.0 earthquake. Dozens injured. Ã¢â¬Â¦ 
1956,injured_or_dead_people,Quake in Californias Wine Country Injures Dozens
1957,other_useful_information,Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California - Freedom Outpost 
1958,infrastructure_and_utilities_damage,[ChesCo Entertnmt
1959,other_useful_information,GameOverGreggy can you talk about the earthquake and the damage it brought San Francisco on beyond tomorrow? Thanks in advance. BEYOND-O!
1960,other_useful_information,"Earthquake Sismo M 2.2 - 0km SSE of Green Valley, California DYFI? - ITime2014-08-28 140522 UTC2014-08-28... "
1961,donation_needs_or_offers_or_volunteering_services," kron4news 2 shelters open for napaquake Crosswalk Cmnty Church, 2590 1st St, NAPA &amp; Florence Douglas Cntr, 333 Amador St, VALLEJO Ã¢â¬Â¦"
1962,other_useful_information,FollowMe-&gt; Wascarx7 San Francisco Bay Area assessing damage after large quake - CBS News... 
1963,injured_or_dead_people,Boy hurt in California quake I should beÃÂ dead 
1964,other_useful_information,"EMILIOTHEWAY Do all the California wine cellars / wine makers have earthquake insurance? I wld figure that they do, but I really dont know"
1965,infrastructure_and_utilities_damage,"Losses From California Quake Could Top $1 Billion Early Sunday morning, Franz Oehlers house blew apart. "
1966,infrastructure_and_utilities_damage," kwoohare Tsk tsk ""SFGate Napaquake damages reveal city officials did not enforce seismic upgrades for all buildings. "
1967,other_useful_information,Recent college grad Evan Kilkus helps NapaQuake recovery w/ his drone to survey damage 
1968,not_related_or_irrelevant, bobkealingwesh Classic post earthquake shotÃ¢â¬Åbgittleson This photo is very California. napa earthquake 
1969,other_useful_information,How The Napa Earthquake Affected Bay Area Sleepers TheÃÂ South Napa EarthquakeÃÂ was the strongest to hit Norther... 
1970,donation_needs_or_offers_or_volunteering_services, KathyEDSFLA Salvation Army Responding To Napa Earthquake  The Salvation Army 
1971,other_useful_information,"Earthquake of M 3.1 - 7km NW of The Geysers, California "
1972,other_useful_information,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake Jawbone has shown one of the more interesting ways dat...
1973,other_useful_information,Netanyahu announces California earthquake payback for anti semites &amp; self-haters preventing Gods boat from docking in oakland.
1974,other_useful_information, theinquisitr ISIS Hijacks California Earthquake Hashtags To Post Threats On Twitter - 
1975,other_useful_information,firmenanzeige VIDEO California shaken by earthquake
1976,other_useful_information,California rocked awake during regions largest quake in 25 years 
1977,injured_or_dead_people,"Top story mashable 70 Injured, Buildings Damaged After 6.0 Quake Rattles NaÃ¢â¬Â¦ "
1978,other_useful_information,Watching news coverage of todays earthquake &amp; damage up in Napa. Thankful to be safe! BayArea residents visit 
1979,injured_or_dead_people," UTsandiego What 6.0 earthquake did to Napa Many injuries, no known deaths. "
1980,not_related_or_irrelevant,"San Francisco Bay Area/Napa earthquake dykes be like ""last night my normal dildos momentarily turned into no batteries needed vibrators"""
1981,caution_and_advice,(Ã¢â¢Â¡Alixandro WilsonÃ¢â¢Â¡) Renewed Calls for Early-Warning System After Quake California q... 
1982,sympathy_and_emotional_support,"First time Ive ever said ""aw, poor friend in napa"" earthquake winecountry"
1983,other_useful_information,"Biggest quakes by magnitude in California By The Associated Press California, where a quake and fire devastated... "
1984,not_related_or_irrelevant,The Napa earthquake woke this many Jawbone Up wearers | The Verge 
1985,infrastructure_and_utilities_damage, nicksmithnews LOOK support bace CRACKED! MaxwellBridge damage from napaquake being addresses by CaltransHQ update 6PM mapit 
1986,other_useful_information," MakeItPlain Earthquake Early Warning System Works, But Is Unfunded  - "
1987,sympathy_and_emotional_support,My Prayers to the Northern Ca. people who are in the Earthquake
1988,sympathy_and_emotional_support," The_New_Rome Still, we find beauty (&amp; fun) among the ruins. ~ Ã¢â¬Åtedd4u I love California  vickydnguyen Napa quake - "
1989,not_related_or_irrelevant, Zamaanie Zionist US supplies Israel with WMD for Terrorism Israel Gaza Palestine USA Ferguson UK US napaquake p2 
1990,injured_or_dead_people, heyyouapp California USA Torrance ÃÂ» 
1991,other_useful_information,Ã¢â â USA Ã¢â â California Hit With Earthquake Of 6.0 Magnitude Ã¢â â (AP) Ã¢â¬â An earthquake with a preliminary magnitude of... 
1992,missing_trapped_or_found_people," friend_beast Oh, California  vickydnguyen Skaters finding upside to quake damage. Photo from nbcbayarea photog Jeremy Carroll httÃ¢â¬Â¦"
1993,injured_or_dead_people,Boy Hurt in California Quake I Should Be Dead 
1994,other_useful_information, GoodBelly California Winemakers Cleaning up After Quake 
1995,caution_and_advice, heyyouapp California USA Rancho Cucamonga 
1996,infrastructure_and_utilities_damage,California assessing damage after large quake 
1997,other_useful_information,Cool data analysis of todays Napa earthquake &amp; effect on sleep 
1998,other_useful_information,"Say what you want, but the earthquake that hit California was all San Andreas fault."
1999,infrastructure_and_utilities_damage,"Bridges, overpasses earn approval after Northern California quake - SFGate "
2000,injured_or_dead_people,Quake in Californias Wine Country Injures Dozens
2001,infrastructure_and_utilities_damage, heyyouapp ÃÂ¦ 
2002,other_useful_information, nicoleewayne ÃÂ¤ USA 
2003,infrastructure_and_utilities_damage," EmergencyMgtMag CA earthquake caused structural damage to public &amp; private buildings &amp; left 69,000 residents w/out electricity "
2004,sympathy_and_emotional_support, janellejourno Thankful I wasnt at my desk when the napaquake hit. View of NapaRegister newsroom. Thoughts to everyone affected. httÃ¢â¬Â¦
2005,injured_or_dead_people,Quake in Californias wine country injures dozens 
2006,donation_needs_or_offers_or_volunteering_services,"The Napa food bank is very low on food. Need non-perishable foods,  Volunteers needed f  $ donations too napaquake earthquake"
2007,other_useful_information, bgittleson This photo is very California. napa earthquake 
2008,other_useful_information, heyyouapp California USA Vallejo 
2009,donation_needs_or_offers_or_volunteering_services,"Catholic Charities helps with relief after Calif. quake Ã¢â¬â Napa Valley, Calif., Aug 26, 2014 / 0407 am (CNA/EWT... "
2010,infrastructure_and_utilities_damage,"More Than 100 Water Lines Still Broken After Napa Earthquake, 10 Sinkholes Found Sacramento "
2011,other_useful_information,Northern California braces for aftershocks after magnitude 6.0 earthquake - Fox News 
2012,infrastructure_and_utilities_damage,Thousands without power following 6.0-magnitude earthquake in California Thousands are without power on Monda... 
